Timestamp,Open,High,Low,Close,Volume
2025-07-01 15:20:00+05:30,25549.65,25556.95,25530.7,25537.95,0
2025-07-01 15:25:00+05:30,25538.75,25544.25,25527.0,25533.0,0
2025-07-02 09:15:00+05:30,25588.3,25608.1,25573.15,25590.8,0
2025-07-02 09:20:00+05:30,25591.35,25604.55,25585.0,25585.95,0
2025-07-02 09:25:00+05:30,25584.4,25584.4,25559.05,25568.9,0
2025-07-02 09:30:00+05:30,25567.85,25576.45,25545.55,25546.65,0
2025-07-02 09:35:00+05:30,25548.5,25560.55,25546.75,25556.0,0
2025-07-02 09:40:00+05:30,25556.3,25556.3,25533.35,25535.9,0
2025-07-02 09:45:00+05:30,25535.35,25543.9,25531.3,25543.65,0
2025-07-02 09:50:00+05:30,25543.5,25559.15,25540.05,25540.5,0
2025-07-02 09:55:00+05:30,25541.4,25553.5,25532.7,25534.1,0
2025-07-02 10:00:00+05:30,25534.15,25535.55,25517.25,25526.7,0
2025-07-02 10:05:00+05:30,25527.15,25528.05,25513.05,25520.25,0
2025-07-02 10:10:00+05:30,25519.3,25530.9,25518.4,25526.1,0
2025-07-02 10:15:00+05:30,25525.05,25525.95,25496.85,25507.7,0
2025-07-02 10:20:00+05:30,25507.85,25528.15,25507.85,25518.85,0
2025-07-02 10:25:00+05:30,25519.8,25528.0,25515.0,25523.55,0
2025-07-02 10:30:00+05:30,25523.0,25523.0,25511.3,25513.85,0
2025-07-02 10:35:00+05:30,25514.8,25515.35,25492.7,25494.65,0
2025-07-02 10:40:00+05:30,25493.85,25495.05,25482.5,25491.75,0
2025-07-02 10:45:00+05:30,25491.45,25498.6,25485.6,25492.2,0
2025-07-02 10:50:00+05:30,25492.65,25494.2,25487.4,25491.65,0
2025-07-02 10:55:00+05:30,25493.2,25498.75,25488.85,25491.85,0
2025-07-02 11:00:00+05:30,25492.0,25494.45,25475.1,25486.25,0
2025-07-02 11:05:00+05:30,25485.9,25487.8,25473.5,25474.0,0
2025-07-02 11:10:00+05:30,25473.9,25477.2,25466.7,25477.2,0
2025-07-02 11:15:00+05:30,25477.3,25481.7,25463.4,25477.55,0
2025-07-02 11:20:00+05:30,25477.3,25488.25,25475.2,25486.1,0
2025-07-02 11:25:00+05:30,25484.3,25501.5,25483.95,25493.9,0
2025-07-02 11:30:00+05:30,25493.2,25494.3,25473.25,25476.8,0
2025-07-02 11:35:00+05:30,25477.9,25485.9,25474.4,25475.95,0
2025-07-02 11:40:00+05:30,25475.65,25485.45,25472.95,25485.3,0
2025-07-02 11:45:00+05:30,25485.5,25500.15,25480.45,25497.9,0
2025-07-02 11:50:00+05:30,25498.9,25499.75,25485.25,25494.3,0
2025-07-02 11:55:00+05:30,25495.7,25496.75,25489.8,25490.0,0
2025-07-02 12:00:00+05:30,25490.75,25492.45,25480.1,25489.75,0
2025-07-02 12:05:00+05:30,25489.45,25498.75,25487.7,25498.25,0
2025-07-02 12:10:00+05:30,25498.25,25503.95,25493.15,25499.5,0
2025-07-02 12:15:00+05:30,25499.15,25501.35,25488.95,25492.05,0
2025-07-02 12:20:00+05:30,25491.55,25496.8,25489.55,25495.0,0
2025-07-02 12:25:00+05:30,25495.0,25497.05,25488.8,25491.6,0
2025-07-02 12:30:00+05:30,25491.25,25495.6,25486.8,25489.35,0
2025-07-02 12:35:00+05:30,25489.25,25491.5,25484.7,25490.15,0
2025-07-02 12:40:00+05:30,25490.15,25495.65,25484.65,25493.75,0
2025-07-02 12:45:00+05:30,25494.0,25495.65,25480.15,25484.65,0
2025-07-02 12:50:00+05:30,25483.2,25484.85,25460.35,25477.4,0
2025-07-02 12:55:00+05:30,25477.4,25478.7,25472.25,25474.7,0
