Timestamp2,Open,High,Low,Close,Volume
2025-05-05 05:30:00+05:30,24419.5,24526.4,24400.65,24461.15,0
2025-05-06 05:30:00+05:30,24500.75,24509.65,24331.8,24379.6,0
2025-05-07 05:30:00+05:30,24233.3,24449.6,24220.0,24414.4,0
2025-05-08 05:30:00+05:30,24431.5,24447.25,24150.2,24273.8,0
2025-05-09 05:30:00+05:30,23935.75,24164.25,23935.75,24008.0,0
2025-05-12 05:30:00+05:30,24420.1,24944.8,24378.85,24924.7,0
2025-05-13 05:30:00+05:30,24864.05,24973.8,24547.5,24578.35,0
2025-05-14 05:30:00+05:30,24613.8,24767.55,24535.55,24666.9,0
2025-05-15 05:30:00+05:30,24694.45,25116.25,24494.45,25062.1,0
2025-05-16 05:30:00+05:30,25064.65,25070.0,24953.05,25019.8,0
2025-05-19 05:30:00+05:30,25005.35,25062.95,24916.65,24945.45,0
2025-05-20 05:30:00+05:30,24996.2,25010.35,24669.7,24683.9,0
2025-05-21 05:30:00+05:30,24744.25,24946.2,24685.35,24813.45,0
2025-05-22 05:30:00+05:30,24733.95,24737.5,24462.4,24609.7,0
2025-05-23 05:30:00+05:30,24639.5,24909.05,24614.05,24853.15,0
2025-05-26 05:30:00+05:30,24919.35,25079.2,24900.5,25001.15,0
2025-05-27 05:30:00+05:30,24956.65,25062.9,24704.1,24826.2,0
2025-05-28 05:30:00+05:30,24832.5,24864.25,24737.05,24752.45,0
2025-05-29 05:30:00+05:30,24825.1,24892.6,24677.3,24833.6,0
2025-05-30 05:30:00+05:30,24812.6,24863.95,24717.4,24750.7,0
2025-06-02 05:30:00+05:30,24669.7,24754.4,24526.15,24716.6,0
2025-06-03 05:30:00+05:30,24786.3,24845.1,24502.15,24542.5,0
2025-06-04 05:30:00+05:30,24560.45,24644.25,24530.45,24620.2,0
2025-06-05 05:30:00+05:30,24691.2,24899.85,24613.1,24750.9,0
2025-06-06 05:30:00+05:30,24748.7,25029.5,24671.45,25003.05,0
2025-06-09 05:30:00+05:30,25160.1,25160.1,25077.15,25103.2,0
2025-06-10 05:30:00+05:30,25196.05,25199.3,25055.45,25104.25,0
2025-06-11 05:30:00+05:30,25134.15,25222.4,25081.3,25141.4,0
2025-06-12 05:30:00+05:30,25164.45,25196.2,24825.9,24888.2,0
2025-06-13 05:30:00+05:30,24473.0,24754.35,24473.0,24718.6,0
2025-06-16 05:30:00+05:30,24732.35,24967.1,24703.6,24946.5,0
2025-06-17 05:30:00+05:30,24977.85,24982.05,24813.7,24853.4,0
2025-06-18 05:30:00+05:30,24788.35,24947.55,24750.45,24812.05,0
2025-06-19 05:30:00+05:30,24803.25,24863.1,24733.4,24793.25,0
2025-06-20 05:30:00+05:30,24787.65,25136.2,24783.65,25112.4,0
2025-06-23 05:30:00+05:30,24939.75,25057.0,24824.85,24971.9,0
2025-06-24 05:30:00+05:30,25179.9,25317.7,24999.7,25044.35,0
