Timestamp,Open,High,Low,Close,Volume,Timestamp2
1747021500,24420.1,24590.35,24378.85,24579.95,0,2025-05-12 09:15:00+05:30
1747022100,24578.65,24620.6,24572.05,24618.65,0,2025-05-12 09:25:00+05:30
1747022700,24618.55,24633.6,24583.4,24591.7,0,2025-05-12 09:35:00+05:30
1747023300,24592.85,24677.05,24592.4,24673.95,0,2025-05-12 09:45:00+05:30
1747023900,24675.45,24737.8,24670.5,24698.8,0,2025-05-12 09:55:00+05:30
1747024500,24698.45,24701.05,24668.4,24682.65,0,2025-05-12 10:05:00+05:30
1747025100,24682.3,24718.45,24682.3,24717.45,0,2025-05-12 10:15:00+05:30
1747025700,24718.05,24723.55,24686.5,24687.75,0,2025-05-12 10:25:00+05:30
1747026300,24687.15,24700.2,24673.3,24699.75,0,2025-05-12 10:35:00+05:30
1747026900,24699.95,24700.55,24674.95,24688.75,0,2025-05-12 10:45:00+05:30
1747027500,24689.1,24694.15,24669.1,24683.75,0,2025-05-12 10:55:00+05:30
1747028100,24684.1,24714.85,24683.85,24702.85,0,2025-05-12 11:05:00+05:30
1747028700,24703.2,24725.75,24698.55,24722.75,0,2025-05-12 11:15:00+05:30
1747029300,24723.15,24745.75,24722.2,24736.1,0,2025-05-12 11:25:00+05:30
1747029900,24736.0,24739.55,24715.75,24728.2,0,2025-05-12 11:35:00+05:30
1747030500,24727.4,24731.2,24713.2,24725.25,0,2025-05-12 11:45:00+05:30
1747031100,24726.3,24729.75,24711.35,24717.05,0,2025-05-12 11:55:00+05:30
1747031700,24717.25,24728.45,24713.4,24721.3,0,2025-05-12 12:05:00+05:30
1747032300,24723.3,24727.65,24702.65,24703.7,0,2025-05-12 12:15:00+05:30
1747032900,24703.0,24787.85,24690.35,24786.3,0,2025-05-12 12:25:00+05:30
1747033500,24788.05,24806.3,24776.75,24790.0,0,2025-05-12 12:35:00+05:30
1747034100,24789.9,24792.0,24772.35,24776.6,0,2025-05-12 12:45:00+05:30
1747034700,24777.55,24807.05,24774.8,24781.25,0,2025-05-12 12:55:00+05:30
1747035300,24782.15,24798.4,24779.95,24789.15,0,2025-05-12 13:05:00+05:30
1747035900,24789.0,24820.45,24789.0,24818.65,0,2025-05-12 13:15:00+05:30
1747036500,24818.2,24841.0,24803.7,24836.95,0,2025-05-12 13:25:00+05:30
1747037100,24836.65,24850.4,24827.3,24843.95,0,2025-05-12 13:35:00+05:30
1747037700,24845.2,24853.75,24833.75,24835.85,0,2025-05-12 13:45:00+05:30
1747038300,24835.45,24848.6,24830.1,24843.0,0,2025-05-12 13:55:00+05:30
1747038900,24843.25,24866.95,24836.0,24866.2,0,2025-05-12 14:05:00+05:30
1747039500,24866.25,24902.9,24866.25,24892.15,0,2025-05-12 14:15:00+05:30
1747040100,24892.5,24907.2,24874.45,24878.55,0,2025-05-12 14:25:00+05:30
1747040700,24878.25,24888.7,24854.75,24862.35,0,2025-05-12 14:35:00+05:30
1747041300,24862.2,24898.05,24858.2,24894.8,0,2025-05-12 14:45:00+05:30
1747041900,24894.35,24930.4,24891.6,24909.2,0,2025-05-12 14:55:00+05:30
1747042500,24909.5,24915.05,24898.35,24907.45,0,2025-05-12 15:05:00+05:30
1747043100,24906.05,24944.8,24904.75,24934.0,0,2025-05-12 15:15:00+05:30
1747043700,24932.9,24935.45,24920.25,24920.25,0,2025-05-12 15:25:00+05:30
1747107900,24864.05,24973.8,24780.45,24782.5,0,2025-05-13 09:15:00+05:30
1747108500,24780.5,24821.45,24675.6,24743.25,0,2025-05-13 09:25:00+05:30
1747109100,24744.95,24846.6,24743.95,24745.2,0,2025-05-13 09:35:00+05:30
1747109700,24747.25,24756.65,24677.6,24738.9,0,2025-05-13 09:45:00+05:30
1747110300,24737.45,24756.1,24681.15,24685.25,0,2025-05-13 09:55:00+05:30
1747110900,24686.9,24789.45,24686.9,24770.85,0,2025-05-13 10:05:00+05:30
1747111500,24771.1,24797.6,24737.85,24748.35,0,2025-05-13 10:15:00+05:30
1747112100,24748.25,24758.05,24634.9,24663.3,0,2025-05-13 10:25:00+05:30
1747112700,24664.65,24709.15,24658.55,24700.8,0,2025-05-13 10:35:00+05:30
1747113300,24701.15,24759.2,24683.1,24733.0,0,2025-05-13 10:45:00+05:30
1747113900,24733.8,24837.8,24713.4,24805.5,0,2025-05-13 10:55:00+05:30
1747114500,24805.6,24806.45,24700.35,24724.55,0,2025-05-13 11:05:00+05:30
1747115100,24725.05,24792.35,24723.25,24746.35,0,2025-05-13 11:15:00+05:30
1747115700,24746.7,24817.9,24745.65,24796.95,0,2025-05-13 11:25:00+05:30
1747116300,24796.85,24797.7,24738.25,24740.9,0,2025-05-13 11:35:00+05:30
1747116900,24739.45,24764.05,24717.55,24738.25,0,2025-05-13 11:45:00+05:30
1747117500,24737.75,24744.9,24693.9,24717.7,0,2025-05-13 11:55:00+05:30
1747118100,24717.95,24771.45,24714.35,24755.45,0,2025-05-13 12:05:00+05:30
1747118700,24755.55,24772.0,24715.05,24717.45,0,2025-05-13 12:15:00+05:30
1747119300,24717.45,24726.55,24660.05,24669.45,0,2025-05-13 12:25:00+05:30
1747119900,24673.6,24682.8,24640.2,24644.05,0,2025-05-13 12:35:00+05:30
1747120500,24644.5,24665.25,24614.15,24615.0,0,2025-05-13 12:45:00+05:30
1747121100,24615.0,24643.25,24597.6,24631.0,0,2025-05-13 12:55:00+05:30
1747121700,24631.75,24648.9,24610.25,24630.8,0,2025-05-13 13:05:00+05:30
1747122300,24633.4,24637.0,24592.75,24609.7,0,2025-05-13 13:15:00+05:30
1747122900,24611.3,24620.7,24589.5,24596.0,0,2025-05-13 13:25:00+05:30
1747123500,24593.75,24615.9,24588.35,24614.5,0,2025-05-13 13:35:00+05:30
1747124100,24613.45,24617.85,24590.7,24603.65,0,2025-05-13 13:45:00+05:30
1747124700,24603.05,24608.3,24576.0,24597.85,0,2025-05-13 13:55:00+05:30
1747125300,24597.0,24609.4,24586.95,24590.45,0,2025-05-13 14:05:00+05:30
1747125900,24590.25,24600.35,24560.7,24595.9,0,2025-05-13 14:15:00+05:30
1747126500,24595.8,24606.3,24575.55,24587.6,0,2025-05-13 14:25:00+05:30
1747127100,24587.2,24617.5,24587.2,24601.15,0,2025-05-13 14:35:00+05:30
1747127700,24599.85,24636.85,24599.85,24615.1,0,2025-05-13 14:45:00+05:30
1747128300,24614.55,24629.45,24574.25,24574.85,0,2025-05-13 14:55:00+05:30
1747128900,24576.15,24586.2,24559.15,24560.0,0,2025-05-13 15:05:00+05:30
1747129500,24561.05,24587.2,24547.5,24561.85,0,2025-05-13 15:15:00+05:30
1747130100,24561.45,24594.3,24560.8,24593.65,0,2025-05-13 15:25:00+05:30
1747194300,24613.8,24706.75,24581.75,24700.0,0,2025-05-14 09:15:00+05:30
1747194900,24699.45,24737.55,24664.6,24666.25,0,2025-05-14 09:25:00+05:30
1747195500,24667.1,24745.5,24657.6,24742.8,0,2025-05-14 09:35:00+05:30
1747196100,24742.85,24751.45,24690.8,24706.15,0,2025-05-14 09:45:00+05:30
1747196700,24706.1,24737.85,24704.75,24726.05,0,2025-05-14 09:55:00+05:30
1747197300,24725.95,24758.55,24725.05,24758.15,0,2025-05-14 10:05:00+05:30
1747197900,24757.4,24767.3,24746.95,24766.75,0,2025-05-14 10:15:00+05:30
1747198500,24765.85,24767.55,24719.3,24720.3,0,2025-05-14 10:25:00+05:30
1747199100,24720.4,24737.6,24711.25,24733.8,0,2025-05-14 10:35:00+05:30
1747199700,24734.0,24740.1,24702.0,24712.45,0,2025-05-14 10:45:00+05:30
1747200300,24712.75,24713.0,24683.45,24694.0,0,2025-05-14 10:55:00+05:30
1747200900,24693.9,24709.6,24692.8,24700.95,0,2025-05-14 11:05:00+05:30
1747201500,24699.65,24717.55,24693.45,24716.35,0,2025-05-14 11:15:00+05:30
1747202100,24716.25,24724.9,24708.0,24710.4,0,2025-05-14 11:25:00+05:30
1747202700,24710.35,24713.7,24681.1,24686.25,0,2025-05-14 11:35:00+05:30
