,Date,Open,High,Low,Close
219,2021-11-23 05:30:00+05:30,485.25,495.4,480.0,493.05
220,2021-11-24 05:30:00+05:30,495.8,500.0,489.05,493.15
221,2021-11-25 05:30:00+05:30,490.0,495.45,486.3,490.55
222,2021-11-26 05:30:00+05:30,486.25,487.9,467.1,470.5
223,2021-11-29 05:30:00+05:30,470.0,477.75,454.3,465.1
224,2021-11-30 05:30:00+05:30,468.0,477.25,458.0,460.55
225,2021-12-01 05:30:00+05:30,464.45,477.25,464.0,475.3
226,2021-12-02 05:30:00+05:30,474.5,478.15,470.95,477.0
227,2021-12-03 05:30:00+05:30,475.75,481.5,470.05,473.15
228,2021-12-06 05:30:00+05:30,473.15,477.0,463.8,465.3
229,2021-12-07 05:30:00+05:30,469.2,479.7,469.2,476.7
230,2021-12-08 05:30:00+05:30,480.9,492.4,480.25,491.55
231,2021-12-09 05:30:00+05:30,492.3,493.5,486.1,488.65
232,2021-12-10 05:30:00+05:30,488.5,495.95,484.4,494.7
233,2021-12-13 05:30:00+05:30,497.75,500.45,486.35,487.8
234,2021-12-14 05:30:00+05:30,486.0,490.35,481.8,488.55
235,2021-12-15 05:30:00+05:30,490.0,491.0,483.5,484.8
236,2021-12-16 05:30:00+05:30,488.35,490.55,478.25,481.15
237,2021-12-17 05:30:00+05:30,480.05,481.4,466.5,467.8
238,2021-12-20 05:30:00+05:30,459.0,464.0,443.0,449.2
239,2021-12-21 05:30:00+05:30,457.05,458.25,444.5,446.0
240,2021-12-22 05:30:00+05:30,450.0,457.3,449.0,455.85
241,2021-12-23 05:30:00+05:30,461.0,465.0,457.75,461.8
242,2021-12-24 05:30:00+05:30,462.6,463.6,452.2,456.95
243,2021-12-27 05:30:00+05:30,453.7,460.5,450.55,458.05
244,2021-12-28 05:30:00+05:30,461.2,462.9,459.05,461.2
245,2021-12-29 05:30:00+05:30,461.0,462.15,451.4,454.4
246,2021-12-30 05:30:00+05:30,452.75,454.9,448.5,451.7
247,2021-12-31 05:30:00+05:30,454.25,461.4,453.1,460.45
248,2022-01-03 05:30:00+05:30,462.0,472.0,460.1,470.8
249,2022-01-04 05:30:00+05:30,472.5,484.7,471.05,483.5
250,2022-01-05 05:30:00+05:30,481.9,495.0,479.15,492.4
251,2022-01-06 05:30:00+05:30,487.7,494.4,485.4,491.7
252,2022-01-07 05:30:00+05:30,493.45,501.95,489.45,491.25
253,2022-01-10 05:30:00+05:30,493.35,504.95,492.5,503.65
254,2022-01-11 05:30:00+05:30,503.0,507.8,499.25,505.95
255,2022-01-12 05:30:00+05:30,509.9,513.5,508.5,510.25
256,2022-01-13 05:30:00+05:30,510.0,512.85,507.0,511.35
257,2022-01-14 05:30:00+05:30,509.0,510.35,505.15,508.35
258,2022-01-17 05:30:00+05:30,508.0,518.9,507.55,514.0
259,2022-01-18 05:30:00+05:30,514.0,517.45,505.0,506.8
260,2022-01-19 05:30:00+05:30,505.0,517.65,500.3,515.8
261,2022-01-20 05:30:00+05:30,516.0,519.15,508.0,511.4
262,2022-01-21 05:30:00+05:30,505.3,507.5,498.0,502.7
263,2022-01-24 05:30:00+05:30,502.4,506.8,488.0,494.15
264,2022-01-25 05:30:00+05:30,490.0,517.5,489.0,514.65
265,2022-01-27 05:30:00+05:30,503.55,530.85,503.2,528.95
266,2022-01-28 05:30:00+05:30,534.0,536.4,521.4,523.45
267,2022-01-31 05:30:00+05:30,529.0,540.9,527.05,538.3
268,2022-02-01 05:30:00+05:30,543.95,543.95,520.0,532.3
269,2022-02-02 05:30:00+05:30,536.65,544.25,531.35,539.8
270,2022-02-03 05:30:00+05:30,537.15,544.7,537.15,540.1
271,2022-02-04 05:30:00+05:30,542.15,546.4,527.3,530.3
272,2022-02-07 05:30:00+05:30,531.9,549.0,525.25,533.25
273,2022-02-08 05:30:00+05:30,535.5,537.65,519.0,531.35
274,2022-02-09 05:30:00+05:30,534.95,536.5,527.75,535.25
275,2022-02-10 05:30:00+05:30,537.1,543.95,534.4,540.55
276,2022-02-11 05:30:00+05:30,536.25,537.7,527.1,529.6
277,2022-02-14 05:30:00+05:30,515.0,515.6,499.7,501.4
278,2022-02-15 05:30:00+05:30,502.0,526.85,497.1,524.8
279,2022-02-16 05:30:00+05:30,526.5,528.0,514.0,516.7
280,2022-02-17 05:30:00+05:30,520.0,520.0,511.15,512.95
281,2022-02-18 05:30:00+05:30,510.1,520.9,510.1,515.3
282,2022-02-21 05:30:00+05:30,511.55,517.5,504.65,511.85
283,2022-02-22 05:30:00+05:30,500.9,505.3,495.5,498.4
284,2022-02-23 05:30:00+05:30,503.0,505.35,497.25,498.7
285,2022-02-24 05:30:00+05:30,480.0,487.95,468.0,472.65
286,2022-02-25 05:30:00+05:30,480.0,491.9,479.3,482.95
287,2022-02-28 05:30:00+05:30,476.9,485.3,473.1,483.2
288,2022-03-02 05:30:00+05:30,478.0,479.8,467.0,474.25
289,2022-03-03 05:30:00+05:30,480.0,483.4,464.6,467.4
290,2022-03-04 05:30:00+05:30,460.3,470.9,457.65,461.95
291,2022-03-07 05:30:00+05:30,447.5,453.95,433.45,440.3
292,2022-03-08 05:30:00+05:30,438.0,442.1,425.0,440.3
293,2022-03-09 05:30:00+05:30,442.0,454.3,438.55,451.7
294,2022-03-10 05:30:00+05:30,469.9,476.65,461.65,468.7
295,2022-03-11 05:30:00+05:30,466.4,474.8,462.0,470.35
296,2022-03-14 05:30:00+05:30,471.0,486.0,470.55,485.15
297,2022-03-15 05:30:00+05:30,489.0,490.5,480.65,485.85
298,2022-03-16 05:30:00+05:30,493.0,494.3,489.4,492.75
299,2022-03-17 05:30:00+05:30,499.0,503.5,498.3,501.9
300,2022-03-21 05:30:00+05:30,502.0,502.0,489.0,490.6
301,2022-03-22 05:30:00+05:30,490.6,495.8,477.25,493.7
302,2022-03-23 05:30:00+05:30,498.5,502.4,489.2,490.65
303,2022-03-24 05:30:00+05:30,485.0,494.8,483.5,487.1
304,2022-03-25 05:30:00+05:30,491.75,493.3,486.6,490.7
305,2022-03-28 05:30:00+05:30,490.95,498.6,481.95,497.5
306,2022-03-29 05:30:00+05:30,500.0,501.4,491.7,495.0
307,2022-03-30 05:30:00+05:30,499.3,500.4,492.3,494.3
308,2022-03-31 05:30:00+05:30,494.3,497.55,492.2,493.55
309,2022-04-01 05:30:00+05:30,491.0,509.75,491.0,508.2
310,2022-04-04 05:30:00+05:30,509.3,514.9,506.0,512.4
311,2022-04-05 05:30:00+05:30,514.4,516.4,507.7,509.4
312,2022-04-06 05:30:00+05:30,507.0,515.2,506.0,513.95
313,2022-04-07 05:30:00+05:30,510.05,519.9,510.05,514.95
314,2022-04-08 05:30:00+05:30,519.5,519.5,512.35,516.1
315,2022-04-11 05:30:00+05:30,513.5,522.0,513.2,514.9
316,2022-04-12 05:30:00+05:30,512.75,516.7,504.35,512.85
317,2022-04-13 05:30:00+05:30,514.3,520.9,513.75,517.7
318,2022-04-18 05:30:00+05:30,512.0,515.0,504.0,509.5
319,2022-04-19 05:30:00+05:30,513.25,520.95,505.1,511.8
320,2022-04-20 05:30:00+05:30,512.0,513.7,507.0,509.3
321,2022-04-21 05:30:00+05:30,513.4,518.0,512.2,516.3
322,2022-04-22 05:30:00+05:30,512.9,513.5,499.0,500.6
323,2022-04-25 05:30:00+05:30,495.0,499.2,490.05,494.75
324,2022-04-26 05:30:00+05:30,499.0,507.9,498.45,505.5
325,2022-04-27 05:30:00+05:30,500.0,502.8,491.85,497.25
326,2022-04-28 05:30:00+05:30,499.15,510.0,496.5,507.5
327,2022-04-29 05:30:00+05:30,508.1,512.5,494.0,496.3
328,2022-05-02 05:30:00+05:30,492.65,495.0,481.3,491.0
329,2022-05-04 05:30:00+05:30,492.0,496.45,477.5,479.65
330,2022-05-05 05:30:00+05:30,485.0,494.0,478.65,480.0
331,2022-05-06 05:30:00+05:30,471.0,486.1,471.0,483.95
332,2022-05-09 05:30:00+05:30,477.1,483.7,473.8,475.9
333,2022-05-10 05:30:00+05:30,477.0,482.55,473.5,475.2
334,2022-05-11 05:30:00+05:30,475.25,479.0,463.65,476.55
335,2022-05-12 05:30:00+05:30,473.0,473.0,456.35,462.65
336,2022-05-13 05:30:00+05:30,469.45,477.0,439.75,444.65
337,2022-05-16 05:30:00+05:30,445.0,461.5,438.85,455.0
338,2022-05-17 05:30:00+05:30,458.3,469.65,456.15,467.3
339,2022-05-18 05:30:00+05:30,467.9,468.6,457.1,458.0
340,2022-05-19 05:30:00+05:30,449.05,450.0,444.45,447.5
341,2022-05-20 05:30:00+05:30,454.85,464.0,454.15,462.4
342,2022-05-23 05:30:00+05:30,463.1,471.4,459.5,460.9
343,2022-05-24 05:30:00+05:30,462.4,466.8,460.2,462.05
344,2022-05-25 05:30:00+05:30,461.0,464.45,452.05,454.1
345,2022-05-26 05:30:00+05:30,456.85,470.1,452.5,468.9
346,2022-05-27 05:30:00+05:30,471.4,475.0,467.5,468.95
347,2022-05-30 05:30:00+05:30,473.0,476.9,471.1,474.6
348,2022-05-31 05:30:00+05:30,474.0,476.4,465.0,468.1
349,2022-06-01 05:30:00+05:30,468.0,472.0,464.7,468.3
350,2022-06-02 05:30:00+05:30,466.9,472.35,466.15,469.85
351,2022-06-03 05:30:00+05:30,473.25,475.5,463.5,464.5
352,2022-06-06 05:30:00+05:30,464.2,465.6,456.5,463.7
353,2022-06-07 05:30:00+05:30,461.85,465.95,460.5,463.4
354,2022-06-08 05:30:00+05:30,466.6,475.55,463.2,471.3
355,2022-06-09 05:30:00+05:30,468.95,470.9,462.45,466.95
356,2022-06-10 05:30:00+05:30,462.0,464.15,458.6,461.85
357,2022-06-13 05:30:00+05:30,454.0,454.05,442.1,445.85
358,2022-06-14 05:30:00+05:30,445.0,449.25,443.35,448.1
359,2022-06-15 05:30:00+05:30,448.95,455.45,448.6,451.35
360,2022-06-16 05:30:00+05:30,455.15,457.75,440.15,441.6
361,2022-06-17 05:30:00+05:30,440.0,447.55,437.25,441.0
362,2022-06-20 05:30:00+05:30,441.5,443.45,430.7,434.7
363,2022-06-21 05:30:00+05:30,439.5,454.95,437.6,450.75
364,2022-06-22 05:30:00+05:30,448.75,451.2,444.65,447.65
365,2022-06-23 05:30:00+05:30,449.0,456.45,446.0,451.4
366,2022-06-24 05:30:00+05:30,455.8,460.35,453.2,454.25
367,2022-06-27 05:30:00+05:30,459.95,464.85,458.05,461.2
368,2022-06-28 05:30:00+05:30,458.9,465.75,458.0,464.25
369,2022-06-29 05:30:00+05:30,460.0,462.7,458.0,459.1
370,2022-06-30 05:30:00+05:30,459.0,469.3,458.6,465.9
371,2022-07-01 05:30:00+05:30,463.35,468.8,460.55,466.85
372,2022-07-04 05:30:00+05:30,466.85,474.15,466.85,473.45
373,2022-07-05 05:30:00+05:30,475.15,480.0,471.0,472.15
374,2022-07-06 05:30:00+05:30,475.15,481.0,473.9,479.95
375,2022-07-07 05:30:00+05:30,484.0,488.25,481.6,486.75
376,2022-07-08 05:30:00+05:30,489.0,489.9,485.15,488.55
377,2022-07-11 05:30:00+05:30,485.0,491.3,485.0,488.2
378,2022-07-12 05:30:00+05:30,485.0,491.35,483.1,484.95
379,2022-07-13 05:30:00+05:30,487.75,492.45,484.55,486.5
380,2022-07-14 05:30:00+05:30,486.6,488.9,476.8,479.35
381,2022-07-15 05:30:00+05:30,482.55,484.4,474.7,479.1
382,2022-07-18 05:30:00+05:30,484.55,491.5,482.1,490.3
383,2022-07-19 05:30:00+05:30,488.0,498.55,488.0,497.95
384,2022-07-20 05:30:00+05:30,501.0,510.6,500.4,508.6
385,2022-07-21 05:30:00+05:30,509.8,513.4,506.75,512.05
386,2022-07-22 05:30:00+05:30,513.45,520.2,511.2,513.7
387,2022-07-25 05:30:00+05:30,513.4,519.0,509.15,517.8
388,2022-07-26 05:30:00+05:30,517.7,520.8,513.1,514.2
389,2022-07-27 05:30:00+05:30,515.3,529.95,512.25,528.2
390,2022-07-28 05:30:00+05:30,533.2,537.5,529.55,532.45
391,2022-07-29 05:30:00+05:30,535.05,537.0,526.75,528.35
392,2022-08-01 05:30:00+05:30,529.05,535.0,526.4,533.75
393,2022-08-02 05:30:00+05:30,531.9,544.9,531.1,542.1
394,2022-08-03 05:30:00+05:30,541.9,546.4,534.65,540.85
395,2022-08-04 05:30:00+05:30,543.65,544.0,524.2,533.25
396,2022-08-05 05:30:00+05:30,535.55,542.9,529.0,531.05
397,2022-08-08 05:30:00+05:30,524.0,524.0,513.85,520.4
398,2022-08-10 05:30:00+05:30,521.55,523.5,513.4,514.7
