Timestamp,Open,High,Low,Close,Volume,Date
1609459200,994.0,998.5,991.0,993.75,9244004,2021-01-01 05:30:00+05:30
1609718400,997.55,999.45,984.0,995.43,22625984,2021-01-04 05:30:00+05:30
1609804800,984.5,991.8,978.0,983.05,22265606,2021-01-05 05:30:00+05:30
1609891200,982.95,983.0,952.58,957.13,42828540,2021-01-06 05:30:00+05:30
1609977600,960.25,972.5,952.58,955.58,29836812,2021-01-07 05:30:00+05:30
1610064000,959.0,969.2,956.05,966.85,25419584,2021-01-08 05:30:00+05:30
1610323200,969.4,969.4,946.25,948.63,30743112,2021-01-11 05:30:00+05:30
1610409600,951.5,980.0,949.95,978.53,37992094,2021-01-12 05:30:00+05:30
1610496000,981.78,987.48,959.23,969.4,24569752,2021-01-13 05:30:00+05:30
1610582400,972.5,983.45,969.53,980.3,19893636,2021-01-14 05:30:00+05:30
1610668800,980.3,986.9,960.03,968.73,19007580,2021-01-15 05:30:00+05:30
1610928000,974.55,998.5,961.68,991.98,32397712,2021-01-18 05:30:00+05:30
1611014400,997.33,1015.5,997.33,1008.2,29542096,2021-01-19 05:30:00+05:30
1611100800,1010.7,1029.0,1000.7,1027.35,28543338,2021-01-20 05:30:00+05:30
1611187200,1041.0,1060.0,1037.5,1049.7,36077974,2021-01-21 05:30:00+05:30
1611273600,1055.5,1057.68,1017.58,1024.8,28181636,2021-01-22 05:30:00+05:30
1611532800,1017.48,1017.48,966.0,970.5,50033140,2021-01-25 05:30:00+05:30
1611705600,962.5,962.5,944.0,947.5,39107618,2021-01-27 05:30:00+05:30
1611792000,940.08,961.65,935.0,938.28,31444582,2021-01-28 05:30:00+05:30
1611878400,947.15,956.55,915.0,920.98,40346516,2021-01-29 05:30:00+05:30
1612137600,929.7,952.5,924.0,947.65,31549008,2021-02-01 05:30:00+05:30
1612224000,957.13,970.0,927.48,962.9,38276828,2021-02-02 05:30:00+05:30
1612310400,964.15,976.0,950.0,965.33,27968456,2021-02-03 05:30:00+05:30
1612396800,962.0,970.0,952.5,962.15,23653696,2021-02-04 05:30:00+05:30
1612483200,965.03,972.33,960.0,961.88,18688940,2021-02-05 05:30:00+05:30
1612742400,966.53,984.5,964.53,975.73,19552272,2021-02-08 05:30:00+05:30
1612828800,980.98,994.8,976.15,978.08,18094616,2021-02-09 05:30:00+05:30
1612915200,976.88,992.38,963.65,987.15,19599120,2021-02-10 05:30:00+05:30
1613001600,990.0,1032.1,986.13,1027.85,39263740,2021-02-11 05:30:00+05:30
1613088000,1027.75,1039.0,1007.7,1020.8,28148748,2021-02-12 05:30:00+05:30
1613347200,1024.03,1030.65,1012.5,1016.3,14575180,2021-02-15 05:30:00+05:30
1613433600,1019.88,1039.7,1017.5,1029.75,19772186,2021-02-16 05:30:00+05:30
1613520000,1030.0,1047.97,1025.3,1041.63,21914776,2021-02-17 05:30:00+05:30
1613606400,1042.5,1054.2,1029.55,1033.85,17211062,2021-02-18 05:30:00+05:30
1613692800,1028.5,1052.47,1026.65,1040.15,21601408,2021-02-19 05:30:00+05:30
1613952000,1040.0,1044.95,997.48,1004.05,21971394,2021-02-22 05:30:00+05:30
1614038400,1024.0,1026.45,1006.8,1011.73,23669504,2021-02-23 05:30:00+05:30
1614124800,1015.0,1032.63,1013.08,1030.5,9975470,2021-02-24 05:30:00+05:30
1614211200,1038.0,1076.0,1036.5,1072.18,32171794,2021-02-25 05:30:00+05:30
1614297600,1058.5,1066.95,1035.35,1042.9,34595150,2021-02-26 05:30:00+05:30
1614556800,1055.1,1056.0,1031.25,1050.85,16319340,2021-03-01 05:30:00+05:30
1614643200,1061.0,1065.0,1044.55,1053.0,15830146,2021-03-02 05:30:00+05:30
1614729600,1060.53,1109.95,1053.6,1101.05,29466268,2021-03-03 05:30:00+05:30
1614816000,1090.0,1094.97,1078.85,1087.93,19785194,2021-03-04 05:30:00+05:30
1614902400,1078.0,1105.97,1076.53,1089.35,23547260,2021-03-05 05:30:00+05:30
1615161600,1084.25,1115.95,1084.0,1095.55,18004808,2021-03-08 05:30:00+05:30
1615248000,1100.0,1106.9,1073.3,1095.53,13987584,2021-03-09 05:30:00+05:30
1615334400,1103.5,1107.55,1085.13,1090.97,10632364,2021-03-10 05:30:00+05:30
1615507200,1097.5,1103.2,1061.95,1068.8,15566346,2021-03-12 05:30:00+05:30
1615766400,1070.03,1074.45,1040.25,1054.45,15412604,2021-03-15 05:30:00+05:30
1615852800,1057.0,1063.0,1047.75,1050.3,12805514,2021-03-16 05:30:00+05:30
1615939200,1049.03,1051.5,1017.55,1027.68,17731042,2021-03-17 05:30:00+05:30
1616025600,1036.45,1042.4,1000.5,1004.55,19057618,2021-03-18 05:30:00+05:30
1616112000,995.5,1047.93,991.4,1041.0,38569784,2021-03-19 05:30:00+05:30
1616371200,1035.5,1037.0,1016.6,1031.2,17142392,2021-03-22 05:30:00+05:30
1616457600,1030.97,1054.85,1028.0,1043.75,16079730,2021-03-23 05:30:00+05:30
1616544000,1039.88,1039.88,1020.2,1023.65,15527452,2021-03-24 05:30:00+05:30
1616630400,1027.0,1027.0,992.5,995.73,20307514,2021-03-25 05:30:00+05:30
1616716800,1006.0,1006.85,986.85,997.33,18626320,2021-03-26 05:30:00+05:30
1617062400,1004.0,1024.45,995.78,1014.65,18867700,2021-03-30 05:30:00+05:30
1617148800,1009.0,1024.95,999.5,1001.55,14999480,2021-03-31 05:30:00+05:30
1617235200,1009.0,1015.0,1001.58,1010.93,10820614,2021-04-01 05:30:00+05:30
1617580800,1012.48,1012.5,981.05,996.3,13729712,2021-04-05 05:30:00+05:30
1617667200,1002.0,1002.48,984.5,992.15,12930482,2021-04-06 05:30:00+05:30
1617753600,1000.0,1023.45,996.65,1001.43,22397836,2021-04-07 05:30:00+05:30
1617840000,1005.5,1011.0,996.5,1002.68,14185756,2021-04-08 05:30:00+05:30
1617926400,999.23,1003.18,990.0,991.03,12956964,2021-04-09 05:30:00+05:30
