Datetime,Open,High,Low,Close
2022-01-31 00:00:00+05:30,655.95,704.85,612.05,628.95
2022-02-28 00:00:00+05:30,633.95,678.0,566.0,627.45
2022-03-31 00:00:00+05:30,625.0,764.75,613.1,732.65
2022-04-30 00:00:00+05:30,735.0,790.0,695.25,727.15
2022-05-31 00:00:00+05:30,720.0,736.0,520.05,551.25
2022-06-30 00:00:00+05:30,554.05,588.5,536.1,564.5
2022-07-31 00:00:00+05:30,556.55,637.95,541.0,629.6
2022-08-31 00:00:00+05:30,634.6,685.0,626.3,666.9
2022-09-30 00:00:00+05:30,655.0,701.8,614.2,631.65
2022-10-31 00:00:00+05:30,631.0,683.0,615.0,673.95
2022-11-30 00:00:00+05:30,670.0,745.65,670.0,743.4
2022-12-31 00:00:00+05:30,747.15,777.5,722.4,768.05
2023-01-31 00:00:00+05:30,771.9,783.5,692.8,716.45
2023-02-28 00:00:00+05:30,722.0,738.7,664.9,667.2
2023-03-31 00:00:00+05:30,668.0,692.5,649.05,688.1
2023-04-30 00:00:00+05:30,690.4,736.0,675.05,725.3
2023-05-31 00:00:00+05:30,731.95,746.5,681.05,696.3
2023-06-30 00:00:00+05:30,698.9,791.45,691.15,784.8
2023-07-31 00:00:00+05:30,788.0,823.35,773.2,816.75
2023-08-31 00:00:00+05:30,823.0,835.0,770.55,779.65
2023-09-30 00:00:00+05:30,779.0,840.0,764.35,779.6
2023-10-31 00:00:00+05:30,776.55,801.0,725.25,736.35
2023-11-30 00:00:00+05:30,736.9,808.15,723.0,801.1
2023-12-31 00:00:00+05:30,805.0,895.75,796.9,880.25
2024-01-31 00:00:00+05:30,880.25,884.8,784.0,818.65
2024-02-29 00:00:00+05:30,822.0,850.0,790.0,800.1
2024-03-31 00:00:00+05:30,804.25,847.0,761.75,830.2
2024-04-30 00:00:00+05:30,838.0,914.0,833.2,882.2
2024-05-31 00:00:00+05:30,883.0,928.95,830.0,880.55
2024-06-30 00:00:00+05:30,912.0,949.4,823.8,931.5
2024-07-31 00:00:00+05:30,935.0,959.4,862.4,928.25
2024-08-31 00:00:00+05:30,937.55,968.9,854.15,941.1
2024-09-30 00:00:00+05:30,941.1,1032.9,911.7,1030.05
2024-10-31 00:00:00+05:30,1029.0,1063.0,909.0,963.65
2024-11-30 00:00:00+05:30,969.9,1018.95,928.05,966.0
2024-12-31 00:00:00+05:30,965.9,1023.5,895.6,901.5
2025-01-31 00:00:00+05:30,901.15,959.9,880.0,945.0
