Datetime,Open,High,Low,Close
2022-01-31 00:00:00+05:30,2339.17,2385.4,2204.31,2236.62
2022-02-28 00:00:00+05:30,2265.69,2294.9,2085.38,2136.63
2022-03-31 00:00:00+05:30,2094.19,2132.55,1870.5,2015.2
2022-04-30 00:00:00+05:30,2021.35,2252.61,2005.12,2198.36
2022-05-31 00:00:00+05:30,2183.75,2349.01,2071.81,2314.82
2022-06-30 00:00:00+05:30,2331.3,2374.39,2065.71,2194.18
2022-07-31 00:00:00+05:30,2189.65,2610.66,2167.62,2594.33
2022-08-31 00:00:00+05:30,2594.43,2670.67,2508.36,2616.42
2022-09-30 00:00:00+05:30,2606.73,2684.44,2467.1,2652.42
2022-10-31 00:00:00+05:30,2678.54,2689.36,2447.37,2509.05
2022-11-30 00:00:00+05:30,2527.05,2653.94,2388.45,2640.52
2022-12-31 00:00:00+05:30,2636.24,2696.83,2497.93,2519.23
2023-01-31 00:00:00+05:30,2531.87,2649.52,2485.79,2534.67
2023-02-28 00:00:00+05:30,2557.74,2614.06,2395.88,2420.47
2023-03-31 00:00:00+05:30,2417.86,2526.51,2353.92,2518.54
2023-04-30 00:00:00+05:30,2528.03,2546.28,2379.5,2417.17
2023-05-31 00:00:00+05:30,2431.44,2636.24,2409.99,2623.99
2023-06-30 00:00:00+05:30,2623.45,2693.49,2577.32,2634.42
2023-07-31 00:00:00+05:30,2643.12,2724.42,2511.31,2518.98
2023-08-31 00:00:00+05:30,2528.03,2549.43,2447.47,2464.15
2023-09-30 00:00:00+05:30,2464.15,2507.38,2403.01,2425.34
2023-10-31 00:00:00+05:30,2449.34,2539.84,2415.55,2443.44
2023-11-30 00:00:00+05:30,2444.42,2512.79,2423.08,2503.98
2023-12-31 00:00:00+05:30,2505.9,2623.55,2456.23,2620.45
2024-01-31 00:00:00+05:30,2620.35,2625.81,2326.82,2441.03
2024-02-29 00:00:00+05:30,2434.68,2470.54,2308.43,2372.91
2024-03-31 00:00:00+05:30,2377.48,2398.98,2195.55,2227.38
2024-04-30 00:00:00+05:30,2232.93,2260.48,2136.58,2194.03
2024-05-31 00:00:00+05:30,2169.04,2369.66,2168.01,2291.02
2024-06-30 00:00:00+05:30,2342.12,2679.47,2303.86,2432.67
2024-07-31 00:00:00+05:30,2420.86,2765.39,2410.09,2661.47
2024-08-31 00:00:00+05:30,2669.68,2788.66,2622.66,2732.64
2024-09-30 00:00:00+05:30,2748.38,2985.44,2726.39,2909.99
2024-10-31 00:00:00+05:30,2914.32,2914.32,2412.55,2486.97
2024-11-30 00:00:00+05:30,2502.41,2505.41,2336.96,2455.39
2024-12-31 00:00:00+05:30,2444.42,2473.93,2277.44,2288.86
2025-01-31 00:00:00+05:30,2287.04,2438.52,2217.05,2428.49
