Datetime,Open,High,Low,Close
2022-01-31 00:00:00+05:30,1182.5,1283.65,1152.5,1193.3
2022-02-28 00:00:00+05:30,1204.0,1228.2,1121.5,1179.78
2022-03-31 00:00:00+05:30,1167.22,1344.0,1090.0,1317.38
2022-04-30 00:00:00+05:30,1318.0,1428.08,1260.9,1395.13
2022-05-31 00:00:00+05:30,1381.0,1402.75,1185.0,1316.33
2022-06-30 00:00:00+05:30,1317.15,1408.68,1222.5,1297.83
2022-07-31 00:00:00+05:30,1287.45,1296.0,1182.5,1254.72
2022-08-31 00:00:00+05:30,1259.58,1338.45,1253.8,1318.98
2022-09-30 00:00:00+05:30,1291.33,1314.85,1155.5,1188.88
2022-10-31 00:00:00+05:30,1195.75,1280.47,1171.55,1274.8
2022-11-30 00:00:00+05:30,1300.0,1372.73,1251.0,1365.68
2022-12-31 00:00:00+05:30,1370.9,1377.5,1246.13,1273.6
2023-01-31 00:00:00+05:30,1275.0,1303.0,1150.5,1176.93
2023-02-28 00:00:00+05:30,1189.97,1231.9,1146.5,1161.28
2023-03-31 00:00:00+05:30,1172.0,1212.3,1090.0,1165.53
2023-04-30 00:00:00+05:30,1172.5,1212.47,1154.28,1210.25
2023-05-31 00:00:00+05:30,1218.1,1268.85,1206.53,1234.95
2023-06-30 00:00:00+05:30,1240.08,1292.0,1225.5,1275.13
2023-07-31 00:00:00+05:30,1279.03,1428.0,1234.65,1274.63
2023-08-31 00:00:00+05:30,1277.5,1291.4,1199.95,1203.5
2023-09-30 00:00:00+05:30,1203.28,1241.5,1162.5,1172.5
2023-10-31 00:00:00+05:30,1164.97,1183.5,1110.15,1143.95
2023-11-30 00:00:00+05:30,1144.58,1205.97,1137.6,1188.72
2023-12-31 00:00:00+05:30,1189.0,1307.0,1188.8,1292.47
2024-01-31 00:00:00+05:30,1290.28,1459.98,1284.47,1426.63
2024-02-29 00:00:00+05:30,1435.0,1499.95,1418.05,1460.8
2024-03-31 00:00:00+05:30,1463.5,1512.45,1412.9,1485.85
2024-04-30 00:00:00+05:30,1492.48,1494.0,1441.5,1467.0
2024-05-31 00:00:00+05:30,1472.0,1492.23,1384.0,1430.4
2024-06-30 00:00:00+05:30,1483.0,1581.0,1359.3,1565.4
2024-07-31 00:00:00+05:30,1562.53,1608.8,1463.0,1505.43
2024-08-31 00:00:00+05:30,1512.0,1539.73,1433.25,1509.63
2024-09-30 00:00:00+05:30,1510.88,1533.48,1445.88,1476.58
2024-10-31 00:00:00+05:30,1480.65,1487.95,1320.3,1332.05
2024-11-30 00:00:00+05:30,1333.05,1341.95,1217.25,1292.2
2024-12-31 00:00:00+05:30,1288.0,1329.95,1201.5,1215.45
2025-01-31 00:00:00+05:30,1214.85,1326.0,1211.6,1265.1
