Datetime,Open,High,Low,Close
2022-01-31 00:00:00+05:30,111.5,124.5,106.13,108.56
2022-02-28 00:00:00+05:30,110.49,126.5,106.71,122.08
2022-03-31 00:00:00+05:30,122.08,136.6,121.86,130.72
2022-04-30 00:00:00+05:30,131.0,138.67,121.04,127.11
2022-05-31 00:00:00+05:30,125.7,133.0,99.18,105.57
2022-06-30 00:00:00+05:30,106.55,109.28,82.7,86.71
2022-07-31 00:00:00+05:30,86.7,109.3,83.81,107.6
2022-08-31 00:00:00+05:30,110.5,113.7,103.25,108.3
2022-09-30 00:00:00+05:30,107.0,110.4,95.0,99.3
2022-10-31 00:00:00+05:30,99.6,104.65,98.0,101.55
2022-11-30 00:00:00+05:30,98.55,110.0,98.55,107.65
2022-12-31 00:00:00+05:30,108.7,116.1,101.65,112.65
2023-01-31 00:00:00+05:30,114.4,124.3,113.75,119.7
2023-02-28 00:00:00+05:30,120.1,124.15,103.55,103.95
2023-03-31 00:00:00+05:30,104.7,109.15,101.55,104.5
2023-04-30 00:00:00+05:30,105.1,110.4,103.2,107.95
2023-05-31 00:00:00+05:30,108.0,111.9,104.05,105.8
2023-06-30 00:00:00+05:30,105.9,115.6,105.8,112.0
2023-07-31 00:00:00+05:30,112.25,123.85,111.25,123.15
2023-08-31 00:00:00+05:30,123.55,124.15,114.7,122.9
2023-09-30 00:00:00+05:30,123.5,135.0,123.4,128.9
2023-10-31 00:00:00+05:30,129.0,129.1,118.4,118.75
2023-11-30 00:00:00+05:30,119.0,128.85,114.6,127.9
2023-12-31 00:00:00+05:30,128.9,141.25,127.85,139.6
2024-01-31 00:00:00+05:30,140.0,140.95,128.2,135.95
2024-02-29 00:00:00+05:30,136.4,147.4,134.1,140.85
2024-03-31 00:00:00+05:30,143.0,159.15,138.35,155.85
2024-04-30 00:00:00+05:30,156.8,170.7,156.5,165.0
2024-05-31 00:00:00+05:30,165.0,177.7,158.05,167.2
2024-06-30 00:00:00+05:30,173.25,184.6,148.15,174.01
2024-07-31 00:00:00+05:30,174.5,178.19,155.0,165.33
2024-08-31 00:00:00+05:30,168.2,168.95,142.35,152.76
2024-09-30 00:00:00+05:30,153.9,170.18,147.62,168.55
2024-10-31 00:00:00+05:30,169.49,169.99,144.43,148.56
2024-11-30 00:00:00+05:30,149.66,156.92,137.25,144.54
2024-12-31 00:00:00+05:30,144.11,152.5,136.09,138.05
2025-01-31 00:00:00+05:30,138.1,139.73,122.62,134.62
