Datetime,Open,High,Low,Close
2022-01-31 00:00:00+05:30,7338.0,7588.8,5722.0,6270.35
2022-02-28 00:00:00+05:30,6390.0,6432.3,5580.0,5849.8
2022-03-31 00:00:00+05:30,5850.0,6524.8,5755.2,6155.4
2022-04-30 00:00:00+05:30,6148.95,6430.0,4713.1,4839.05
2022-05-31 00:00:00+05:30,4800.0,4823.95,3733.3,4253.7
2022-06-30 00:00:00+05:30,4274.85,4455.0,3900.0,3975.45
2022-07-31 00:00:00+05:30,3945.0,4835.0,3833.15,4730.75
2022-08-31 00:00:00+05:30,4760.0,5046.0,4400.0,4641.7
2022-09-30 00:00:00+05:30,4570.0,4850.0,4261.35,4457.85
2022-10-31 00:00:00+05:30,4457.0,4820.0,4378.0,4739.85
2022-11-30 00:00:00+05:30,4735.05,5360.0,4693.0,4838.55
2022-12-31 00:00:00+05:30,4911.0,5125.0,4225.0,4365.4
2023-01-31 00:00:00+05:30,4365.4,4544.95,4121.0,4368.55
2023-02-28 00:00:00+05:30,4393.0,4975.05,4331.05,4722.05
2023-03-31 00:00:00+05:30,4722.05,4845.0,4480.0,4759.65
2023-04-30 00:00:00+05:30,4760.0,4848.0,4132.2,4419.45
2023-05-31 00:00:00+05:30,4430.95,5054.7,4424.05,4998.4
2023-06-30 00:00:00+05:30,5018.75,5230.0,4776.1,5197.2
2023-07-31 00:00:00+05:30,5226.0,5430.0,4776.2,4891.65
2023-08-31 00:00:00+05:30,4929.0,5253.4,4831.05,5193.4
2023-09-30 00:00:00+05:30,5224.8,5593.4,5128.0,5209.85
2023-10-31 00:00:00+05:30,5195.0,5513.0,5037.65,5060.4
2023-11-30 00:00:00+05:30,5065.0,5637.65,4989.05,5536.7
2023-12-31 00:00:00+05:30,5600.0,6356.0,5454.0,6294.95
2024-01-31 00:00:00+05:30,6308.8,6442.0,5310.3,5448.55
2024-02-29 00:00:00+05:30,5430.0,5594.95,5267.0,5300.85
2024-03-31 00:00:00+05:30,5315.0,5348.45,4908.05,4938.4
2024-04-30 00:00:00+05:30,4955.0,4979.75,4591.5,4706.4
2024-05-31 00:00:00+05:30,4714.95,4933.45,4565.5,4701.9
2024-06-30 00:00:00+05:30,4825.0,5450.0,4513.55,5385.05
2024-07-31 00:00:00+05:30,5372.45,5879.15,5320.35,5658.15
2024-08-31 00:00:00+05:30,5689.0,6198.9,5257.05,6156.05
2024-09-30 00:00:00+05:30,6102.0,6574.95,5989.75,6244.35
2024-10-31 00:00:00+05:30,6244.35,6551.7,5621.2,5710.85
2024-11-30 00:00:00+05:30,5702.0,6301.55,5572.65,6172.4
2024-12-31 00:00:00+05:30,6172.4,6767.95,5510.0,5585.9
2025-01-31 00:00:00+05:30,5625.55,6157.95,5602.75,5914.15
