Datetime,Open,High,Low,Close
2022-01-31 00:00:00+05:30,835.0,910.1,822.5,885.8
2022-02-28 00:00:00+05:30,892.0,894.7,780.7,790.85
2022-03-31 00:00:00+05:30,785.5,813.0,671.15,806.55
2022-04-30 00:00:00+05:30,811.0,945.0,807.7,922.1
2022-05-31 00:00:00+05:30,915.0,1043.0,853.7,1034.35
2022-06-30 00:00:00+05:30,1035.0,1121.45,972.65,1093.15
2022-07-31 00:00:00+05:30,1092.4,1195.0,1064.0,1164.45
2022-08-31 00:00:00+05:30,1189.4,1315.0,1184.25,1308.7
2022-09-30 00:00:00+05:30,1280.0,1338.0,1211.25,1268.2
2022-10-31 00:00:00+05:30,1269.95,1358.5,1196.5,1348.6
2022-11-30 00:00:00+05:30,1361.0,1366.55,1202.0,1305.6
2022-12-31 00:00:00+05:30,1315.0,1316.95,1208.0,1249.2
2023-01-31 00:00:00+05:30,1251.0,1385.5,1231.0,1378.75
2023-02-28 00:00:00+05:30,1386.55,1397.0,1248.4,1269.6
2023-03-31 00:00:00+05:30,1275.95,1305.55,1123.4,1158.7
2023-04-30 00:00:00+05:30,1161.3,1228.75,1148.3,1226.9
2023-05-31 00:00:00+05:30,1230.0,1350.0,1208.05,1319.0
2023-06-30 00:00:00+05:30,1319.0,1461.0,1312.8,1453.6
2023-07-31 00:00:00+05:30,1470.0,1594.8,1438.35,1475.2
2023-08-31 00:00:00+05:30,1475.2,1590.0,1415.75,1575.4
2023-09-30 00:00:00+05:30,1577.0,1670.0,1513.05,1554.25
2023-10-31 00:00:00+05:30,1597.2,1598.0,1455.55,1458.6
2023-11-30 00:00:00+05:30,1464.9,1660.0,1450.0,1647.75
2023-12-31 00:00:00+05:30,1656.0,1758.0,1620.4,1729.4
2024-01-31 00:00:00+05:30,1729.4,1730.0,1575.0,1651.55
2024-02-29 00:00:00+05:30,1659.25,1956.95,1623.45,1932.4
2024-03-31 00:00:00+05:30,1933.6,1982.3,1788.8,1921.35
2024-04-30 00:00:00+05:30,1938.0,2169.0,1891.8,2156.35
2024-05-31 00:00:00+05:30,2165.1,2617.4,2160.0,2506.25
2024-06-30 00:00:00+05:30,2575.05,3013.5,2448.2,2866.65
2024-07-31 00:00:00+05:30,2841.0,2979.6,2687.15,2907.8
2024-08-31 00:00:00+05:30,2926.5,2926.5,2625.7,2805.4
2024-09-30 00:00:00+05:30,2848.8,3222.1,2635.6,3094.9
2024-10-31 00:00:00+05:30,3105.5,3220.3,2669.05,2728.55
2024-11-30 00:00:00+05:30,2780.0,3149.65,2736.25,2966.1
2024-12-31 00:00:00+05:30,2984.0,3115.0,2886.35,3007.1
2025-01-31 00:00:00+05:30,3007.1,3237.05,2754.15,2989.85
