Datetime,Open,High,Low,Close
2022-01-31 00:00:00+05:30,5038.45,5141.5,4150.0,4457.35
2022-02-28 00:00:00+05:30,4478.8,4826.0,4300.0,4802.8
2022-03-31 00:00:00+05:30,4827.0,5016.55,4471.85,4516.1
2022-04-30 00:00:00+05:30,4558.0,4903.65,4431.0,4454.35
2022-05-31 00:00:00+05:30,4440.0,4440.0,3361.55,3979.3
2022-06-30 00:00:00+05:30,3939.55,3989.75,3525.0,3683.5
2022-07-31 00:00:00+05:30,3680.0,4252.9,3635.2,4212.3
2022-08-31 00:00:00+05:30,4240.0,4625.95,3987.85,4322.9
2022-09-30 00:00:00+05:30,4298.0,4719.0,4183.1,4383.4
2022-10-31 00:00:00+05:30,4385.0,4625.0,4221.05,4517.5
2022-11-30 00:00:00+05:30,4577.0,4885.0,4250.0,4726.4
2022-12-31 00:00:00+05:30,4765.0,4901.95,4468.1,4477.6
2023-01-31 00:00:00+05:30,4488.0,4516.7,4123.0,4255.9
2023-02-28 00:00:00+05:30,4275.0,4668.95,4158.0,4401.65
2023-03-31 00:00:00+05:30,4401.65,4538.25,4195.0,4310.9
2023-04-30 00:00:00+05:30,4343.5,4529.0,4168.0,4513.7
2023-05-31 00:00:00+05:30,4529.75,4795.0,4410.25,4621.95
2023-06-30 00:00:00+05:30,4689.0,5294.0,4686.0,5098.2
2023-07-31 00:00:00+05:30,5127.5,5364.0,5050.4,5173.45
2023-08-31 00:00:00+05:30,5210.0,5210.0,4730.0,4814.1
2023-09-30 00:00:00+05:30,4840.0,5186.95,4801.2,5137.75
2023-10-31 00:00:00+05:30,5138.95,5154.95,4726.0,4819.9
2023-11-30 00:00:00+05:30,4835.0,5595.0,4790.0,5528.95
2023-12-31 00:00:00+05:30,5550.0,5770.0,5284.85,5704.1
2024-01-31 00:00:00+05:30,5741.0,6428.7,5640.0,6352.95
2024-02-29 00:00:00+05:30,6289.65,6874.45,6062.05,6101.6
2024-03-31 00:00:00+05:30,6102.0,6463.45,5941.6,6356.8
2024-04-30 00:00:00+05:30,6401.0,6557.0,5733.0,5947.1
2024-05-31 00:00:00+05:30,5947.1,6086.15,5740.0,5839.2
2024-06-30 00:00:00+05:30,5986.3,6315.0,5693.2,6185.7
2024-07-31 00:00:00+05:30,6180.0,6777.0,6077.0,6615.3
2024-08-31 00:00:00+05:30,6615.3,6990.0,6420.95,6927.5
2024-09-30 00:00:00+05:30,6989.0,7316.95,6790.05,7199.15
2024-10-31 00:00:00+05:30,7201.5,7243.95,6727.35,7022.7
2024-11-30 00:00:00+05:30,7022.7,7545.0,6594.15,6828.9
2024-12-31 00:00:00+05:30,6858.0,7389.9,6821.1,7296.35
2025-01-31 00:00:00+05:30,7320.0,7545.35,6608.0,6810.5
