Datetime,Open,High,Low,Close
2022-01-31 00:00:00+05:30,680.25,784.7,679.0,773.05
2022-02-28 00:00:00+05:30,778.1,815.95,725.3,742.4
2022-03-31 00:00:00+05:30,728.7,765.85,637.0,761.15
2022-04-30 00:00:00+05:30,760.0,816.2,725.0,728.6
2022-05-31 00:00:00+05:30,722.0,738.2,630.05,685.2
2022-06-30 00:00:00+05:30,683.0,698.0,618.25,636.8
2022-07-31 00:00:00+05:30,633.0,738.8,631.8,724.75
2022-08-31 00:00:00+05:30,726.0,776.0,712.2,751.5
2022-09-30 00:00:00+05:30,733.5,816.2,707.7,733.2
2022-10-31 00:00:00+05:30,731.0,919.95,721.05,906.0
2022-11-30 00:00:00+05:30,904.0,905.1,841.0,901.25
2022-12-31 00:00:00+05:30,909.5,958.9,891.4,933.75
2023-01-31 00:00:00+05:30,932.25,970.0,846.15,871.6
2023-02-28 00:00:00+05:30,876.3,899.15,829.55,844.1
2023-03-31 00:00:00+05:30,846.05,874.25,814.3,858.5
2023-04-30 00:00:00+05:30,864.0,895.8,843.95,860.0
2023-05-31 00:00:00+05:30,870.0,939.9,854.05,914.85
2023-06-30 00:00:00+05:30,922.0,989.85,916.05,987.45
2023-07-31 00:00:00+05:30,990.0,990.0,942.2,953.9
2023-08-31 00:00:00+05:30,956.0,998.0,927.15,973.5
2023-09-30 00:00:00+05:30,974.25,1047.5,961.8,1036.7
2023-10-31 00:00:00+05:30,1035.0,1044.7,951.4,981.85
2023-11-30 00:00:00+05:30,977.85,1080.9,968.0,1074.25
2023-12-31 00:00:00+05:30,1075.4,1151.85,1070.2,1102.3
2024-01-31 00:00:00+05:30,1095.0,1146.0,1020.9,1067.75
2024-02-29 00:00:00+05:30,1072.65,1110.7,1031.65,1075.1
2024-03-31 00:00:00+05:30,1076.0,1131.95,1027.5,1047.2
2024-04-30 00:00:00+05:30,1052.35,1182.9,995.7,1165.9
2024-05-31 00:00:00+05:30,1156.0,1196.0,1105.05,1162.15
2024-06-30 00:00:00+05:30,1197.05,1310.0,1101.55,1265.25
2024-07-31 00:00:00+05:30,1273.0,1339.65,1154.0,1166.1
2024-08-31 00:00:00+05:30,1168.0,1184.85,1123.1,1175.25
2024-09-30 00:00:00+05:30,1176.0,1281.65,1145.0,1232.2
2024-10-31 00:00:00+05:30,1228.1,1242.95,1124.0,1159.55
2024-11-30 00:00:00+05:30,1164.05,1187.0,1115.75,1136.3
2024-12-31 00:00:00+05:30,1132.7,1193.85,1058.5,1064.7
2025-01-31 00:00:00+05:30,1064.15,1093.5,933.5,986.1
